-0.19685175, 0.16601111, 0.5, -0, -0, -1, -0.5, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -0.54, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -0.58, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -0.62, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -0.66, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -0.7, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -0.74, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -0.78, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -0.82, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -0.86, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -0.9, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -0.94, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -0.98, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -1.02, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -1.06, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -1.1, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -1.14, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -1.18, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -1.22, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -1.26, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -1.3, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -1.34, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -1.38, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -1.42, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -1.46, 0, 0.5, 0, 0, 0, 1
-0.19685175, 0.16601111, 0.5, -0, -0, -1, -1.5, 0, 0.5, 0, 0, 0, 1
