-1.7, 0, 0.163333333333333, 1, 0, 0, -1.6999, 0, 0.4999, 0, 0, 0, 1
-1.7, 0, 0.163333333333333, 1, 0, 0, -1.70630678900162, 0, 0.522222420982813, 0, 0.00655292889859575, 0, 0.99997852933093
-1.7, 0, 0.163333333333333, 1, 0, 0, -1.70815888007082, 0, 0.528837219610245, 0, 0.00850502883270393, 0, 0.9999638315882
-1.7, 0, 0.163333333333333, 1, 0, 0, -1.70938110567001, 0, 0.533248072945377, 0, 0.009808524380685, 0, 0.999951895267704
-1.7, 0, 0.163333333333333, 1, 0, 0, -1.71019033496644, 0, 0.536189068183487, 0, 0.0106784567568452, 0, 0.999942983655214
-1.7, 0, 0.163333333333333, 1, 0, 0, -1.71099497123374, 0, 0.539130575715991, 0, 0.011549012829191, 0, 0.999933307927419
-1.7, 0, 0.163333333333333, 1, 0, 0, -1.71115340836005, 0, 0.539711603545939, 0, 0.0117210986739225, 0, 0.999931305563475
-1.7, 0, 0.163333333333333, 1, 0, 0, -1.71115340836005, 0, 0.539711603545939, 0, 0.0117210986739225, 0, 0.999931305563475
-1.7, 0, 0.163333333333333, 1, 0, 0, -1.7199519450082, 0, 0.573304592632666, 0, 0.021645114034592, 0, 0.99976571707497
-1.7, 0, 0.163333333333333, 1, 0, 0, -1.73508071338838, 0, 0.593536071884622, 0, 0.03094281975904, 0, 0.999521156307039
-1.7, 0, 0.163333333333333, 1, 0, 0, -1.72073202616119, 0, 0.625511820960425, 0, 0.040575453263073, 0, 0.999176477201348
-1.7, 0, 0.163333333333333, 1, 0, 0, -1.72073202616119, 0, 0.625511820960425, 0, 0.040575453263073, 0, 0.999176477201348
-1.7, 0, 0.163333333333333, 1, 0, 0, -1.72772406976786, 0, 0.659233070352648, 0, 0.0507376538749165, 0, 0.998712015787969
-1.7, 0, 0.163333333333333, 1, 0, 0, -1.73405216112149, 0, 0.692975493529722, 0, 0.0609851434419324, 0, 0.998138673872206
-1.7, 0, 0.163333333333333, 1, 0, 0, -1.73969561542332, 0, 0.726725421511233, 0, 0.0713191948266274, 0, 0.997453544005575
-1.7, 0, 0.163333333333333, 1, 0, 0, -1.74463301040513, 0, 0.760468019554218, 0, 0.0817409663424851, 0, 0.996653608041127
-1.7, 0, 0.163333333333333, 1, 0, 0, -1.74884219813963, 0, 0.79418718725918, 0, 0.0922514797328648, 0, 0.995735740288103
-1.7, 0, 0.163333333333333, 1, 0, 0, -1.75230033597511, 0, 0.827865453775202, 0, 0.102851594096922, 0, 0.994696712365997
