
0.45687177, 0, 1, 128, 123, 10, 0.972002891649854, 7, 2.8, 0.487485907438626, 0.633283916866714, 0.633197374893314
0.14615825, 0, 1, 41, 33, 5, 0.940066430178268, 4, 2.2, 0.628851867817019, 0.880416473774629, 0.708016179498115
0.264606739, 0, 1, 101, 96, 8, 0.999999999999995, 7, 3.4, 0.46619973720713, 0.717579813993445, 0.662672327803121
0.115618581, 0, 1, 21, 14, 4, 0.910871646913974, 3, 1.2, 0.430571622461854, 0.912199519828754, 0.678183520382839
0.255292986, 0, 1, 95, 75, 8, 0.998908456778924, 6, 2.4, 0.499452190266912, 0.691192455422549, 0.699375559069078
0.397928615, 0, 1, 77, 73, 7, 0.99130259842632, 5, 2.8, 0.541832420239439, 0.699996162908286, 0.478665873933249
0.154017105, 0, 1, 93, 97, 9, 0.999999999999996, 7, 2.4, 0.619535595453185, 0.661998309201329, 0.541139950229233
0.295365584, 0, 1, 187, 151, 13, 0.992559760607168, 7, 4.2, 0.476248334242811, 0.591936511214409, 0.560068794579286
0.165163906, 0, 1, 150, 136, 10, 0.999999999999995, 4, 1.8, 0.349255567939941, 0.603260876738532, 0.650382425954963
0.374567684, 0, 1, 114, 92, 10, 0.999999999999997, 8, 4, 0.339859087644293, 0.629924921615611, 0.655466333672961
0.554953561, 0, 1, 50, 42, 7, 0.974589965854959, 5, 1.6, 0.47916178173943, 0.781256662978215, 0.813669229047947
1.125258101, 0, 1, 87, 89, 8, 0.999999999999996, 10, 4, 0.48486989868395, 0.667281571361214, 0.825238270473886
0.467789885, 0, 1, 108, 96, 9, 0.979599267044768, 5, 2.4, 0.546439595560928, 0.600084788583204, 0.607663634766804
0.385753314, 0, 1, 58, 40, 6, 0.984339723787722, 1, 0.8, 0.533400625723007, 0.784433520222451, 0.334981290718193
0.145285615, 0, 1, 34, 24, 6, 0.999999999999989, 2, 1.2, 0.560339335037597, 0.830186746114369, 0.963924179445781
0.764900158, 0, 1, 134, 132, 12, 0.999999999999992, 6, 2.8, 0.297004585235991, 0.591796075753722, 0.832164396930313
0.137080854, 0, 1, 30, 29, 5, 0.956031581532214, 3, 1.6, 0.711858144785929, 0.891130886873961, 0.796554830689988
0.143979101, 0, 1, 97, 87, 8, 0.999999999999994, 4, 2, 0.681531978807583, 0.707516241633636, 0.434991487530323
0.143501859, 0, 1, 36, 30, 5, 0.956165170286414, 9, 3.4, 0.64862365838303, 0.891128591791075, 0.840567502621124
0.196839651, 0, 1, 31, 40, 5, 1.50606521358123, 4, 1.2, 0.417274895245822, 0.73710705742708, 0.605516072776935
1.268140135, 0, 1, 124, 103, 10, 0.988969329738996, 5, 2.2, 0.626831085610925, 0.610862126296652, 0.666646169781855
0.224860816, 0, 1, 29, 21, 5, 0.999999999999993, 4, 2.2, 0.40720912913729, 0.84090558193272, 0.675441930108245
0.782534586, 0, 1, 120, 113, 10, 0.999999999999995, 5, 2.4, 0.347337557499203, 0.629924921615611, 0.682665127201324
0.119649004, 0, 1, 14, 10, 4, 0.999999999999973, 2, 1.2, 0.476775495062475, 0.814226077434568, 0.510135083326052
0.71089352, 0, 1, 131, 120, 11, 0.974199739127651, 5, 2.6, 0.566880313858411, 0.584851482356544, 0.820646906202739
0.131149959, 0, 1, 36, 28, 5, 0.999999999999995, 1, 0.8, 0.449415023125336, 0.863023001539049, 0.630122147282755
0.50890397, 0, 1, 73, 60, 8, 0.999999999999996, 3, 1.6, 0.56006869493055, 0.700245946537163, 0.697605506541177
0.248695912, 0, 1, 76, 63, 8, 0.999999999999994, 3, 1.8, 0.492042684608129, 0.713206624605041, 0.613205263212783
0.484163247, 0, 1, 147, 129, 11, 0.999999999999994, 10, 3.8, 0.56775877572121, 0.596033771698791, 0.578729693551126
0.560703682, 0, 1, 89, 86, 8, 0.969871216147275, 4, 2.4, 0.572188975556092, 0.691740419158159, 0.55974387637343
0.199914136, 0, 1, 102, 81, 9, 0.999999999999995, 8, 3.4, 0.347422578849493, 0.624336888398582, 1.01398019803852
0.377511203, 0, 1, 143, 150, 10, 0.999999999999994, 5, 2.6, 0.437530692611116, 0.622124921619937, 0.648486771748197
0.242295571, 0, 1, 159, 162, 11, 0.991688629855188, 8, 4.2, 0.401203012001597, 0.596196600216707, 0.81819813654304
0.115294412, 0, 1, 14, 13, 4, 1.68693267153034, 2, 1.2, 0.265068404018987, 0.837181672951041, 0.593033016284947
0.747904502, 0, 1, 133, 117, 10, 1.10811588522016, 8, 2.6, 0.42013414377178, 0.630175258176279, 0.788157498309429
0.217761057, 0, 1, 24, 26, 6, 0.999999999999986, 2, 1.6, 0.532643562343327, 0.844393852365173, 0.685013961805037
1.365687888, 0, 1, 157, 141, 11, 0.999999999999993, 6, 3.6, 0.481902594273915, 0.600599589803379, 0.660339721942708
0.653506148, 0, 1, 129, 123, 11, 0.999999999999995, 7, 3.6, 0.397993191428519, 0.584360268582347, 0.620409147044349
0.3611199, 0, 1, 103, 97, 9, 0.999999999999996, 5, 2.4, 0.458924895842414, 0.624336888398582, 0.577019506101229
