-7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, -0.819900000000001, -8.61275714285714, 1.5, 1, 0, 0, 9.4801, -8.61275714285714, 1.5, -1, 0, 0, -7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, 4.3301, -7.8349, 1.5, 0, 0, 0, 1
-7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, -0.819900000000001, -9.63275714285714, 1.5, 1, 0, 0, 9.4801, -9.63275714285714, 1.5, -1, 0, 0, -7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, 4.3301, -8.85489999999999, 1.5, 0, 0, 0, 1
-7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, -0.819900000000001, -10.6327571428571, 1.5, 1, 0, 0, 9.4801, -10.6327571428571, 1.5, -1, 0, 0, -7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, 4.3301, -9.85489999999999, 1.5, 0, 0, 0, 1
-7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, -0.819900000000001, -11.6527571428571, 1.5, 1, 0, 0, 9.4801, -11.6527571428571, 1.5, -1, 0, 0, -7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, 4.3301, -10.8749, 1.5, 0, 0, 0, 1
-7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, -0.819900000000001, -11.7127571428571, 1.5, 1, 0, 0, 9.4801, -11.7127571428571, 1.5, -1, 0, 0, -7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, 4.3301, -10.9349, 1.5, 0, 0, 0, 1
-7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, -0.819900000000001, -8.60132857142856, 1.5, 1, 0, 0, 9.4801, -10.1570428571428, 1.5, -1, 0, 0, 2.20867142857143, -16.5849, 1.5, 0, 1, 0, -7777, -7777, -7777, 0, 0, 0, 4.3301, -10.9349, 1.5, 0, 0, 0, 1
-7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, -0.819900000000001, -9.10132857142856, 1.5, 1, 0, 0, 9.4801, -10.6570428571428, 1.5, -1, 0, 0, 2.20867142857143, -17.0849, 1.5, 0, 1, 0, -7777, -7777, -7777, 0, 0, 0, 4.3301, -11.4349, 1.5, 0, 0, 0, 1
-7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, -0.819900000000001, -9.58132857142855, 1.5, 1, 0, 0, 9.4801, -11.1370428571428, 1.5, -1, 0, 0, 2.20867142857143, -17.5649, 1.5, 0, 1, 0, -7777, -7777, -7777, 0, 0, 0, 4.3301, -11.9149, 1.5, 0, 0, 0, 1
-7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, -0.819900000000001, -10.0413285714286, 1.5, 1, 0, 0, 9.4801, -11.5970428571428, 1.5, -1, 0, 0, 2.20867142857143, -18.0249, 1.5, 0, 1, 0, -7777, -7777, -7777, 0, 0, 0, 4.3301, -12.3749, 1.5, 0, 0, 0, 1
-7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, -0.819900000000001, -10.1013285714286, 1.5, 1, 0, 0, 9.4801, -11.6570428571428, 1.5, -1, 0, 0, 2.20867142857143, -18.0849, 1.5, 0, 1, 0, -7777, -7777, -7777, 0, 0, 0, 4.3301, -12.4349, 1.5, 0, 0, 0, 1
-7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, -0.819900000000001, -8.54561428571428, 1.5, 1, 0, 0, 9.4801, -8.54561428571428, 1.5, -1, 0, 0, -0.819900000000001, -16.3241857142857, 1.5, 1, 0, 0, 9.4801, -16.3241857142857, 1.5, -1, 0, 0, 4.3301, -12.4349, 1.5, 0, 0, 0, 1
-7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, -0.819900000000001, -9.20561428571427, 1.5, 1, 0, 0, 9.4801, -9.20561428571427, 1.5, -1, 0, 0, -0.819900000000001, -16.9841857142857, 1.5, 1, 0, 0, 9.4801, -16.9841857142857, 1.5, -1, 0, 0, 4.3301, -13.0949, 1.5, 0, 0, 0, 1
-7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, -0.819900000000001, -9.86561428571427, 1.5, 1, 0, 0, 9.4801, -9.86561428571427, 1.5, -1, 0, 0, -0.819900000000001, -17.6441857142857, 1.5, 1, 0, 0, 9.4801, -17.6441857142857, 1.5, -1, 0, 0, 4.3301, -13.7549, 1.5, 0, 0, 0, 1
-7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, -0.819900000000001, -10.5256142857143, 1.5, 1, 0, 0, 9.4801, -10.5256142857143, 1.5, -1, 0, 0, -0.819900000000001, -18.3041857142857, 1.5, 1, 0, 0, 9.4801, -18.3041857142857, 1.5, -1, 0, 0, 4.3301, -14.4149, 1.5, 0, 0, 0, 1
-7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, -0.819900000000001, -10.5456142857143, 1.5, 1, 0, 0, 9.4801, -10.5456142857143, 1.5, -1, 0, 0, -0.819900000000001, -18.3241857142857, 1.5, 1, 0, 0, 9.4801, -18.3241857142857, 1.5, -1, 0, 0, 4.3301, -14.4349, 1.5, 0, 0, 0, 1
