14.088936703, 14.088937076, 1, 146, 128, 12, 1.14437802223897, 4, 1.66666666666667, -1, 0.579126940930997
2.263032172, 6.680891899, 1, 89, 77, 11, 1.10873571204237, 4, 2, -1, 0.610430751101149
2.348486456, 6.284870159, 1, 56, 50, 10, 1.36248935023187, 4, 2, -1, 0.608436729486618
1.248888964, 5.453259362, 1, 60, 52, 7, 1.00001910503116, 2, 1.33333333333333, -1, 0.771481412803118
1.813509428, 5.459635296, 1, 72, 48, 10, 1.00001069484071, 3, 2, -1, 0.633565437410827
1.636887129, 5.279962664, 1, 43, 36, 6, 0.971572006739127, 3, 2, -1, 0.823344286915232
2.762781185, 6.369688414, 1, 66, 55, 11, 1.23476086953043, 6, 3.33333333333333, -1, 0.581647490462639
1.177407254, 5.813483644, 1, 59, 57, 11, 1.00001009225683, 4, 2.33333333333333, -1, 0.604428453047934
5.193343683, 5.19334406, 1, 41, 32, 9, 1.23192340320244, 1, 1, -1, 0.644132035750054
11.778761471, 11.778761839, 1, 116, 90, 11, 1.20077922773531, 5, 3, -1, 0.540891496891611
2.82578494, 5.884239649, 1, 46, 40, 8, 1.0861275615239, 5, 2, -1, 0.722693703611589
4.151773763, 5.998943155, 1, 57, 59, 12, 1.16260132386568, 5, 2.66666666666667, -1, 0.578529502620007
7.980102696, 7.980103185, 1, 52, 46, 9, 0.992857487420419, 5, 3.33333333333333, -1, 0.637970631583058
1.525667335, 5.088213955, 1, 57, 45, 11, 1.00004126419452, 4, 2.33333333333333, -1, 0.609420272542784
19.196681272, 19.196681718, 1, 153, 128, 12, 1.46987742724274, 3, 1.66666666666667, -1, 0.561066024849388
1.511546927, 5.136886148, 1, 63, 49, 9, 1.28329072832825, 3, 2, -1, 0.664912698442313
1.559919922, 5.321791859, 1, 41, 43, 9, 1.14390883901408, 2, 1.33333333333333, -1, 0.647365220471564
1.619328957, 6.440444107, 1, 55, 42, 10, 0.998321013173144, 5, 2.33333333333333, -1, 0.622158175300262
1.51376, 6.534448502, 1, 54, 53, 8, 0.991416619299373, 1, 1, -1, 0.69133889806189
1.156744395, 0, 1, 46, 33, 6, 1.0000124291737, 1, 0.666666666666667, -1, 0.822805104259245
13.915283352, 13.915283706, 1, 95, 82, 10, 1.00001076365489, 5, 2.66666666666667, -1, 0.612854330613682
2.608742383, 6.25909509, 1, 64, 51, 11, 1.15803410298704, 3, 2, -1, 0.52436351542113
2.777103863, 5.694967625, 1, 66, 58, 10, 0.972301760469067, 3, 1.66666666666667, -1, 0.585515526541681
3.652921117, 6.311428915, 1, 57, 47, 12, 1.13558037227638, 6, 3.33333333333333, -1, 0.559932333821939
1.164269346, 6.022689482, 1, 79, 56, 8, 0.975822235923007, 2, 1.33333333333333, -1, 0.715259115670474
12.317190271, 12.317190707, 1, 97, 85, 10, 1.14330424308436, 3, 1.33333333333333, -1, 0.629933272801194
18.950036514, 18.950036893, 1, 190, 142, 12, 1.23419238878136, 5, 2.66666666666667, -1, 0.575812704136239
8.308568718, 8.308569234, 1, 88, 80, 12, 1.24684358172723, 2, 1, -1, 0.494820397392817
1.02631217, 5.216537341, 1, 66, 57, 10, 1.20121776296956, 6, 3, -1, 0.579337888268688
1.689931081, 5.306878795, 1, 52, 56, 8, 1.00000143307068, 5, 2.33333333333333, -1, 0.691170787150487
5.319973911, 5.319974309, 1, 51, 44, 9, 0.973439592458653, 1, 1, -1, 0.577270263546969
1.572244806, 5.627072318, 1, 72, 58, 9, 1.00002222421369, 2, 1.33333333333333, -1, 0.651016351818841
11.788388363, 11.788388827, 1, 105, 94, 14, 1.52753345450885, 7, 3.66666666666667, -1, 0.55715472570859
1.089450765, 0, 1, 36, 29, 5, 1.00000523628415, 1, 0.666666666666667, -1, 0.895310377532916
1.354191873, 5.224844019, 1, 64, 50, 10, 1.00001171285992, 6, 3, -1, 0.612854311761158
